DATA,Max:,,80,,,262375,,,,,,,,,,,PARAMS,,,,,,,,,,,MODEL,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Is_Male,Embarked_S,Embarked_C,Pclass_1,Pclass_2,Age_N,Log_Fare,Ones,,Age,SibSp,Parch,Is_Male,Embarked_S,Embarked_C,Pclass_1,Pclass_2,Const,,,Linear,Loss
1,1,female,35,1,0,52,S,0,1,0,1,0,"0,4375","1,724",1,,"0,932","0,241","0,628","0,364","0,965","0,988","0,972","0,634",,,,,
0,3,male,,0,0,7.8958,S,,,,,,,,,,,,,,,,,,,,,,
0,2,male,18,0,0,"73,5",S,1,1,0,0,1,"0,225","1,872",1,,"0,472","0,172","0,435","0,547","0,981","0,588","0,307","0,462",,,,,
0,3,male,1,5,2,"46,9",S,1,1,0,0,0,"0,0125","1,680",1,,"0,029","0,994","0,703","0,769","0,564","0,454","0,499","0,333",,,,,
1,2,female,36,0,0,13,S,0,1,0,0,1,"0,45","1,146",1,,"0,200","0,551","0,159","0,732","0,286","0,054","0,184","0,849",,,,,
0,3,male,,0,0,7.7292,Q,,,,,,,,,,,,,,,,,,,,,,
1,2,female,17,0,0,12,C,0,0,1,0,1,"0,2125","1,114",1,,"0,673","0,762","0,278","0,936","0,223","0,177","0,660","0,817",,,,,
1,1,male,36,1,2,120,S,1,1,0,1,0,"0,45","2,083",1,,"0,955","0,423","0,153","0,086","0,337","0,259","0,941","0,722",,,,,
1,3,male,21,0,0,"7,7958",S,1,1,0,0,0,"0,2625","0,944",1,,"0,878","0,109","0,723","0,244","0,737","0,147","0,399","0,419",,,,,
0,3,male,28,2,0,7925,S,1,1,0,0,0,"0,35","3,899",1,,"0,520","0,366","0,811","0,288","0,441","0,653","0,183","0,147",,,,,
1,1,female,23,1,0,113275,C,0,0,1,1,0,"0,2875","5,054",1,,"0,396","0,420","0,407","0,940","0,620","0,798","0,803","0,858",,,,,
1,3,female,24,0,2,"16,7",S,0,1,0,0,0,"0,3","1,248",1,,"0,246","0,324","0,320","0,092","0,932","0,600","0,195","0,833",,,,,
0,3,male,22,0,0,"7,7958",S,1,1,0,0,0,"0,275","0,944",1,,"0,176","0,179","0,377","0,169","0,905","0,625","0,957","0,822",,,,,
0,3,female,31,0,0,"7,8542",S,0,1,0,0,0,"0,3875","0,947",1,,"0,788","0,556","0,543","0,864","0,757","0,162","0,566","0,947",,,,,
0,2,male,46,0,0,26,S,1,1,0,0,1,"0,575","1,431",1,,"0,248","0,103","0,620","0,081","0,475","0,375","0,183","0,197",,,,,
0,2,male,23,0,0,"10,5",S,1,1,0,0,1,"0,2875","1,061",1,,"0,988","0,802","0,427","0,052","0,617","0,878","0,321","0,854",,,,,
1,2,female,28,0,0,"12,65",S,0,1,0,0,1,"0,35","1,135",1,,"0,924","0,222","0,233","0,600","0,597","0,867","0,315","0,799",,,,,
1,3,male,39,0,0,7925,S,1,1,0,0,0,"0,4875","3,899",1,,"0,855","0,372","0,150","0,936","0,908","0,245","0,245","0,171",,,,,
0,3,male,26,0,0,"8,05",S,1,1,0,0,0,"0,325","0,957",1,,"0,838","0,388","0,363","0,219","0,192","0,649","0,640","0,451",,,,,
0,3,female,21,1,0,9825,S,0,1,0,0,0,"0,2625","3,992",1,,"0,392","0,348","0,877","0,956","0,237","0,906","0,268","0,025",,,,,
0,3,male,28,1,0,"15,85",S,1,1,0,0,0,"0,35","1,227",1,,"0,728","0,105","0,175","0,587","0,448","0,631","0,983","0,920",,,,,
0,3,female,20,0,0,"8,6625",S,0,1,0,0,0,"0,25","0,985",1,,"0,911","0,294","0,046","0,922","0,940","0,252","0,065","0,981",,,,,
0,2,male,34,1,0,21,S,1,1,0,0,1,"0,425","1,342",1,,"0,907","0,110","0,186","0,693","0,146","0,073","0,823","0,676",,,,,
0,3,male,51,0,0,"7,75",S,1,1,0,0,0,"0,6375","0,942",1,,"0,340","0,693","0,787","0,917","0,418","0,328","0,215","0,506",,,,,
1,2,male,3,1,1,"18,75",S,1,1,0,0,1,"0,0375","1,296",1,,"0,525","0,688","0,865","0,978","0,786","0,278","0,224","0,893",,,,,
0,3,male,21,0,0,7775,S,1,1,0,0,0,"0,2625","3,891",1,,"0,881","0,333","0,440","0,122","0,382","0,314","0,097","0,129",,,,,
0,3,female,,3,1,25.4667,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,,0,0,7.8958,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,,0,0,6.8583,Q,,,,,,,,,,,,,,,,,,,,,,
1,1,female,33,1,0,90,Q,0,0,0,1,0,"0,4125","1,959",1,,"0,541","0,388","0,793","0,721","0,367","0,278","0,829","0,171",,,,,
0,2,male,,0,0,0,S,,,,,,,,,,,,,,,,,,,,,,
1,3,male,44,0,0,7925,S,1,1,0,0,0,"0,55","3,899",1,,"0,171","0,710","0,996","0,900","0,052","0,799","0,906","0,465",,,,,
0,3,female,,0,0,8.05,S,,,,,,,,,,,,,,,,,,,,,,
1,2,female,34,1,1,"32,5",S,0,1,0,0,1,"0,425","1,525",1,,"0,460","0,694","0,934","0,633","0,490","0,366","0,719","0,942",,,,,
1,2,female,18,0,2,13,S,0,1,0,0,1,"0,225","1,146",1,,"0,615","0,437","0,167","0,039","0,229","0,222","0,639","0,736",,,,,
0,2,male,30,0,0,13,S,1,1,0,0,1,"0,375","1,146",1,,"0,760","0,743","0,737","0,755","0,091","0,425","0,045","0,678",,,,,
0,3,female,10,0,2,"24,15",S,0,1,0,0,0,"0,125","1,401",1,,"0,998","0,334","0,867","0,273","0,583","0,658","0,741","0,859",,,,,
0,3,male,,0,0,7.8958,C,,,,,,,,,,,,,,,,,,,,,,
0,3,male,21,0,0,"7,7333",Q,1,0,0,0,0,"0,2625","0,941",1,,"0,854","0,409","0,344","0,102","0,982","0,526","0,696","0,662",,,,,
0,3,male,29,0,0,7875,S,1,1,0,0,0,"0,3625","3,896",1,,"0,903","0,384","0,512","0,835","0,684","0,790","0,448","0,449",,,,,
0,3,female,28,1,1,"14,4",S,0,1,0,0,0,"0,35","1,188",1,,"0,133","0,905","0,434","0,897","0,528","0,933","0,246","0,325",,,,,
0,3,male,18,1,1,"20,2125",S,1,1,0,0,0,"0,225","1,327",1,,"0,344","0,086","0,800","0,491","0,784","0,003","0,131","0,168",,,,,
0,3,male,,0,0,7.25,S,,,,,,,,,,,,,,,,,,,,,,
1,2,female,28,1,0,26,S,0,1,0,0,1,"0,35","1,431",1,,"0,900","0,018","0,659","0,373","0,787","0,270","0,483","0,384",,,,,
1,2,female,19,0,0,26,S,0,1,0,0,1,"0,2375","1,431",1,,"0,469","0,609","0,717","0,825","0,547","0,391","0,745","0,071",,,,,
0,3,male,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
1,3,male,32,0,0,"8,05",S,1,1,0,0,0,"0,4","0,957",1,,"0,637","0,985","0,607","0,912","0,178","0,106","0,392","0,151",,,,,
1,1,male,28,0,0,"26,55",S,1,1,0,1,0,"0,35","1,440",1,,"0,614","0,096","0,359","0,300","0,253","0,564","0,075","0,578",,,,,
1,3,female,,1,0,16.1,S,,,,,,,,,,,,,,,,,,,,,,
1,2,female,42,1,0,26,S,0,1,0,0,1,"0,525","1,431",1,,"0,871","0,605","0,693","0,357","0,283","0,009","0,045","0,481",,,,,
0,3,male,17,0,0,7125,S,1,1,0,0,0,"0,2125","3,853",1,,"0,608","0,155","0,539","0,110","0,393","0,359","0,253","0,008",,,,,
0,1,male,50,1,0,"55,9",S,1,1,0,1,0,"0,625","1,755",1,,"0,576","0,962","0,770","0,684","0,066","0,729","0,051","0,262",,,,,
1,1,female,14,1,2,120,S,0,1,0,1,0,"0,175","2,083",1,,"0,990","0,009","0,153","0,595","0,788","0,071","0,407","0,464",,,,,
0,3,female,21,2,2,34375,S,0,1,0,0,0,"0,2625","4,536",1,,"0,618","0,604","0,697","0,351","0,389","0,679","0,525","0,222",,,,,
1,2,female,24,2,3,"18,75",S,0,1,0,0,1,"0,3","1,296",1,,"0,483","0,359","0,136","0,472","0,798","0,869","0,953","0,327",,,,,
0,1,male,64,1,4,263,S,1,1,0,1,0,"0,8","2,422",1,,"0,894","0,113","0,781","0,950","0,903","0,651","0,825","0,942",,,,,
0,2,male,31,0,0,"10,5",S,1,1,0,0,1,"0,3875","1,061",1,,"0,306","0,502","0,852","0,925","0,114","0,964","0,053","0,905",,,,,
1,2,female,45,1,1,"26,25",S,0,1,0,0,1,"0,5625","1,435",1,,"0,885","0,962","0,073","0,953","0,368","0,281","0,091","0,285",,,,,
0,3,male,20,0,0,"9,5",S,1,1,0,0,0,"0,25","1,021",1,,"0,305","0,756","0,557","0,271","0,266","0,956","0,543","0,443",,,,,
0,3,male,25,1,0,7775,S,1,1,0,0,0,"0,3125","3,891",1,,"0,898","0,720","0,014","0,150","0,909","0,073","0,805","0,059",,,,,
1,2,female,28,0,0,13,S,0,1,0,0,1,"0,35","1,146",1,,"0,077","0,759","0,739","0,478","0,340","0,075","0,690","0,926",,,,,
1,3,male,,0,0,8.1125,S,,,,,,,,,,,,,,,,,,,,,,
1,1,male,4,0,2,"81,8583",S,1,1,0,1,0,"0,05","1,918",1,,"0,786","0,297","0,391","0,747","0,908","0,304","0,944","0,103",,,,,
1,2,female,13,0,1,"19,5",S,0,1,0,0,1,"0,1625","1,312",1,,"0,482","0,082","0,298","0,916","0,703","0,490","0,087","0,111",,,,,
1,1,male,34,0,0,"26,55",S,1,1,0,1,0,"0,425","1,440",1,,"0,304","0,438","0,469","0,833","0,972","0,890","0,768","0,837",,,,,
1,3,female,5,2,1,"19,2583",C,0,0,1,0,0,"0,0625","1,307",1,,"0,072","0,166","0,546","0,356","0,641","0,526","0,618","0,301",,,,,
1,1,male,52,0,0,"30,5",S,1,1,0,1,0,"0,65","1,498",1,,"0,994","0,183","0,435","0,140","0,898","0,898","0,676","0,978",,,,,
0,2,male,36,1,2,"27,75",S,1,1,0,0,1,"0,45","1,459",1,,"0,030","0,169","0,150","0,563","0,497","0,599","0,784","0,718",,,,,
0,3,male,,1,0,19.9667,S,,,,,,,,,,,,,,,,,,,,,,
0,1,male,30,0,0,"27,75",C,1,0,1,1,0,"0,375","1,459",1,,"0,618","0,741","0,033","0,091","0,310","0,309","0,009","0,517",,,,,
1,1,male,49,1,0,"89,1042",C,1,0,1,1,0,"0,6125","1,955",1,,"0,399","0,735","0,171","0,689","0,090","0,814","0,077","0,814",,,,,
0,3,male,,0,0,8.05,S,,,,,,,,,,,,,,,,,,,,,,
1,3,male,29,0,0,"7,8958",C,1,0,1,0,0,"0,3625","0,949",1,,"0,190","0,364","0,979","0,646","0,907","0,163","0,048","0,954",,,,,
0,1,male,65,0,0,"26,55",S,1,1,0,1,0,"0,8125","1,440",1,,"0,827","0,402","0,381","0,705","0,883","0,692","0,966","0,364",,,,,
1,1,female,,1,0,51.8625,S,,,,,,,,,,,,,,,,,,,,,,
1,2,female,50,0,0,"10,5",S,0,1,0,0,1,"0,625","1,061",1,,"0,087","0,950","0,056","0,591","0,080","0,387","0,709","0,660",,,,,
0,3,male,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
1,1,male,48,0,0,"26,55",S,1,1,0,1,0,"0,6","1,440",1,,"0,535","0,194","0,137","0,480","0,281","0,307","0,418","0,610",,,,,
0,3,male,34,0,0,"8,05",S,1,1,0,0,0,"0,425","0,957",1,,"0,677","0,415","0,012","0,283","0,056","0,322","0,570","0,797",,,,,
0,1,male,47,0,0,"38,5",S,1,1,0,1,0,"0,5875","1,597",1,,"0,554","0,387","0,642","0,839","0,178","0,680","0,276","0,977",,,,,
0,2,male,48,0,0,13,S,1,1,0,0,1,"0,6","1,146",1,,"0,975","0,244","0,549","0,998","0,442","0,888","0,811","0,755",,,,,
0,3,male,,0,0,8.05,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,38,0,0,"7,05",S,1,1,0,0,0,"0,475","0,906",1,,"0,028","0,466","0,803","0,203","0,881","0,602","0,176","0,641",,,,,
0,2,male,,0,0,0,S,,,,,,,,,,,,,,,,,,,,,,
0,1,male,56,0,0,"26,55",S,1,1,0,1,0,"0,7","1,440",1,,"0,312","0,806","0,362","0,174","0,716","0,421","0,559","0,146",,,,,
0,3,male,,0,0,7725,Q,,,,,,,,,,,,,,,,,,,,,,
1,3,female,"0,75",2,1,"19,2583",C,0,0,1,0,0,"0,009375","1,307",1,,"0,728","0,485","0,306","0,746","0,154","0,917","0,578","0,083",,,,,
0,3,male,,0,0,7.25,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,38,0,0,"8,6625",S,1,1,0,0,0,"0,475","0,985",1,,"0,272","0,355","0,168","0,955","0,371","0,367","0,261","0,169",,,,,
1,2,female,33,1,2,"27,75",S,0,1,0,0,1,"0,4125","1,459",1,,"0,695","0,513","0,937","0,237","0,016","0,407","0,845","0,916",,,,,
1,2,female,23,0,0,"13,7917",C,0,0,1,0,1,"0,2875","1,170",1,,"0,271","0,078","0,338","0,028","0,615","0,182","0,561","0,650",,,,,
0,3,female,22,0,0,"9,8375",S,0,1,0,0,0,"0,275","1,035",1,,"0,060","0,687","0,942","0,395","0,143","0,287","0,061","0,410",,,,,
0,1,male,,0,0,52,S,,,,,,,,,,,,,,,,,,,,,,
0,2,male,34,1,0,21,S,1,1,0,0,1,"0,425","1,342",1,,"0,172","0,876","0,356","0,041","0,530","0,794","0,348","0,007",,,,,
0,3,male,29,1,0,"7,0458",S,1,1,0,0,0,"0,3625","0,906",1,,"0,550","0,896","0,651","0,492","0,557","0,256","0,954","0,462",,,,,
0,3,male,22,0,0,"7,5208",S,1,1,0,0,0,"0,275","0,930",1,,"0,541","0,355","0,792","0,362","0,705","0,291","0,698","0,084",,,,,
1,3,female,2,0,1,"12,2875",S,0,1,0,0,0,"0,025","1,123",1,,"0,154","0,483","0,701","0,048","0,189","0,861","0,329","0,723",,,,,
0,3,male,9,5,2,"46,9",S,1,1,0,0,0,"0,1125","1,680",1,,"0,277","0,502","0,948","0,590","0,414","0,094","0,413","0,978",,,,,
0,2,male,,0,0,0,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,50,0,0,"8,05",S,1,1,0,0,0,"0,625","0,957",1,,"0,745","0,917","0,725","0,978","0,924","0,992","0,251","0,602",,,,,
1,3,female,63,0,0,"9,5875",S,0,1,0,0,0,"0,7875","1,025",1,,"0,741","0,263","0,281","0,372","0,152","0,394","0,612","0,982",,,,,
1,1,male,25,1,0,"91,0792",C,1,0,1,1,0,"0,3125","1,964",1,,"0,823","0,009","0,963","0,073","0,559","0,780","0,646","0,767",,,,,
0,3,female,,3,1,25.4667,S,,,,,,,,,,,,,,,,,,,,,,
1,1,female,35,1,0,90,S,0,1,0,1,0,"0,4375","1,959",1,,"0,489","0,300","0,568","0,624","0,572","0,705","0,343","0,445",,,,,
0,1,male,58,0,0,"29,7",C,1,0,1,1,0,"0,725","1,487",1,,"0,496","0,303","0,912","0,040","0,680","0,732","0,790","0,716",,,,,
0,3,male,30,0,0,"8,05",S,1,1,0,0,0,"0,375","0,957",1,,"0,423","0,536","0,756","0,942","0,846","0,722","0,700","0,991",,,,,
1,3,male,9,1,1,"15,9",S,1,1,0,0,0,"0,1125","1,228",1,,"0,518","0,489","0,149","0,394","0,812","0,918","0,938","0,223",,,,,
0,3,male,,1,0,19.9667,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,21,0,0,"7,25",S,1,1,0,0,0,"0,2625","0,916",1,,"0,440","0,718","0,218","0,155","0,265","0,526","0,057","0,307",,,,,
0,1,male,55,0,0,"30,5",S,1,1,0,1,0,"0,6875","1,498",1,,"0,830","0,262","0,303","0,888","0,004","0,583","0,396","0,577",,,,,
0,1,male,71,0,0,"49,5042",C,1,0,1,1,0,"0,8875","1,703",1,,"0,527","0,330","0,186","0,724","0,423","0,744","0,215","0,238",,,,,
0,3,male,21,0,0,"8,05",S,1,1,0,0,0,"0,2625","0,957",1,,"0,291","0,563","0,644","0,369","0,907","0,577","0,417","0,504",,,,,
0,3,male,,0,0,14.4583,C,,,,,,,,,,,,,,,,,,,,,,
1,1,female,54,1,0,"78,2667",C,0,0,1,1,0,"0,675","1,899",1,,"0,532","0,657","0,319","0,879","0,764","0,740","0,232","0,053",,,,,
0,3,male,,0,0,15.1,S,,,,,,,,,,,,,,,,,,,,,,
0,1,female,25,1,2,"151,55",S,0,1,0,1,0,"0,3125","2,183",1,,"0,671","0,503","0,379","0,434","0,448","0,661","0,896","0,168",,,,,
0,3,male,24,0,0,"7,7958",S,1,1,0,0,0,"0,3","0,944",1,,"0,373","0,585","0,037","0,143","0,157","0,359","0,593","0,007",,,,,
0,3,male,17,0,0,"8,6625",S,1,1,0,0,0,"0,2125","0,985",1,,"0,305","0,593","0,410","0,013","0,074","0,487","0,247","0,625",,,,,
0,3,female,21,0,0,"7,75",Q,0,0,0,0,0,"0,2625","0,942",1,,"0,666","0,416","0,884","0,301","0,786","0,133","0,897","0,712",,,,,
0,3,female,,0,0,7.6292,Q,,,,,,,,,,,,,,,,,,,,,,
0,3,female,37,0,0,"9,5875",S,0,1,0,0,0,"0,4625","1,025",1,,"0,000","0,453","0,911","0,632","0,648","0,453","0,610","0,731",,,,,
1,1,female,16,0,0,"86,5",S,0,1,0,1,0,"0,2","1,942",1,,"0,087","0,824","0,980","0,107","0,032","0,626","0,109","0,675",,,,,
0,1,male,18,1,0,"108,9",C,1,0,1,1,0,"0,225","2,041",1,,"0,391","0,707","0,845","0,177","0,836","0,417","0,702","0,157",,,,,
1,2,female,33,0,2,26,S,0,1,0,0,1,"0,4125","1,431",1,,"0,535","0,811","0,824","0,961","0,839","0,167","0,282","0,826",,,,,
1,1,male,,0,0,26.55,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,28,0,0,22525,S,1,1,0,0,0,"0,35","4,353",1,,"0,674","0,236","0,044","0,608","0,057","0,222","0,439","0,028",,,,,
1,3,male,26,0,0,"56,4958",S,1,1,0,0,0,"0,325","1,760",1,,"0,915","0,613","0,377","0,179","0,176","0,287","0,695","0,851",,,,,
1,3,male,29,0,0,"7,75",Q,1,0,0,0,0,"0,3625","0,942",1,,"0,123","0,069","0,523","0,413","0,594","0,399","0,406","0,986",,,,,
0,3,male,,0,0,8.05,S,,,,,,,,,,,,,,,,,,,,,,
1,1,male,36,0,0,"26,2875",S,1,1,0,1,0,"0,45","1,436",1,,"0,957","0,208","0,562","0,323","0,795","0,437","0,079","0,084",,,,,
1,1,female,54,1,0,"59,4",C,0,0,1,1,0,"0,675","1,781",1,,"0,420","0,987","0,109","0,336","0,632","0,785","0,716","0,787",,,,,
0,3,male,24,0,0,"7,4958",S,1,1,0,0,0,"0,3","0,929",1,,"0,924","0,219","0,086","0,846","0,240","0,059","0,379","0,618",,,,,
0,1,male,47,0,0,"34,0208",S,1,1,0,1,0,"0,5875","1,544",1,,"0,795","0,222","0,293","0,377","0,667","0,081","0,845","0,399",,,,,
1,2,female,34,0,0,"10,5",S,0,1,0,0,1,"0,425","1,061",1,,"0,457","0,593","0,970","0,262","0,517","0,488","0,674","0,161",,,,,
0,3,male,,0,0,24.15,Q,,,,,,,,,,,,,,,,,,,,,,
1,2,female,36,1,0,26,S,0,1,0,0,1,"0,45","1,431",1,,"0,796","0,656","0,969","0,024","0,817","0,476","0,059","0,765",,,,,
0,3,male,32,0,0,"7,8958",S,1,1,0,0,0,"0,4","0,949",1,,"0,410","0,082","0,465","0,769","0,180","0,094","0,705","0,883",,,,,
1,1,female,30,0,0,"93,5",S,0,1,0,1,0,"0,375","1,975",1,,"0,130","0,368","0,061","0,091","0,461","0,245","0,820","0,641",,,,,
0,3,male,22,0,0,"7,8958",S,1,1,0,0,0,"0,275","0,949",1,,"0,414","0,798","0,529","0,129","0,863","0,930","0,729","0,463",,,,,
0,3,male,,0,0,7225,C,,,,,,,,,,,,,,,,,,,,,,
1,1,female,44,0,1,"57,9792",C,0,0,1,1,0,"0,55","1,771",1,,"0,996","0,377","0,538","0,256","0,077","0,079","0,846","0,517",,,,,
0,3,male,,0,0,7.2292,C,,,,,,,,,,,,,,,,,,,,,,
0,3,male,"40,5",0,0,"7,75",Q,1,0,0,0,0,"0,50625","0,942",1,,"0,271","0,759","0,646","0,321","0,445","0,537","0,019","0,926",,,,,
1,2,female,50,0,0,"10,5",S,0,1,0,0,1,"0,625","1,061",1,,"0,198","0,744","0,930","0,507","0,008","0,110","0,040","0,807",,,,,
0,1,male,,0,0,221.7792,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,39,0,0,7925,S,1,1,0,0,0,"0,4875","3,899",1,,"0,042","0,898","0,978","0,591","0,380","0,510","0,105","0,842",,,,,
0,2,male,23,2,1,"11,5",S,1,1,0,0,1,"0,2875","1,097",1,,"0,585","0,893","0,974","0,251","0,938","0,853","0,799","0,910",,,,,
1,2,female,2,1,1,26,S,0,1,0,0,1,"0,025","1,431",1,,"0,493","0,258","0,536","0,977","0,966","0,357","0,364","0,610",,,,,
0,3,male,,0,0,7.2292,C,,,,,,,,,,,,,,,,,,,,,,
0,3,male,17,1,1,"7,2292",C,1,0,1,0,0,"0,2125","0,915",1,,"0,602","0,408","0,070","0,908","0,412","0,006","0,748","0,363",,,,,
1,3,female,,0,2,22.3583,C,,,,,,,,,,,,,,,,,,,,,,
0,3,female,30,0,0,"8,6625",S,0,1,0,0,0,"0,375","0,985",1,,"0,198","0,544","0,424","0,304","0,840","0,073","0,726","0,372",,,,,
1,2,female,7,0,2,"26,25",S,0,1,0,0,1,"0,0875","1,435",1,,"0,581","0,817","0,812","0,249","0,517","0,181","0,851","0,075",,,,,
0,1,male,45,0,0,"26,55",S,1,1,0,1,0,"0,5625","1,440",1,,"0,929","0,094","0,139","0,524","0,637","0,889","0,766","0,037",,,,,
1,1,female,30,0,0,106425,C,0,0,1,1,0,"0,375","5,027",1,,"0,816","0,122","0,572","0,367","0,124","0,232","0,360","0,161",,,,,
0,3,male,,0,0,14.5,S,,,,,,,,,,,,,,,,,,,,,,
1,1,female,22,0,2,"49,5",C,0,0,1,1,0,"0,275","1,703",1,,"0,237","0,722","0,309","0,360","0,745","0,411","0,331","0,786",,,,,
1,1,female,36,0,2,71,S,0,1,0,1,0,"0,45","1,857",1,,"0,316","0,594","0,510","0,404","0,476","0,483","0,012","0,213",,,,,
0,3,female,9,4,2,31275,S,0,1,0,0,0,"0,1125","4,495",1,,"0,528","0,455","0,961","0,650","0,502","0,413","0,765","0,428",,,,,
0,3,female,11,4,2,31275,S,0,1,0,0,0,"0,1375","4,495",1,,"0,327","0,855","0,283","0,174","0,059","0,295","0,611","0,492",,,,,
1,2,male,32,1,0,26,S,1,1,0,0,1,"0,4","1,431",1,,"0,961","0,664","0,198","0,301","0,723","0,104","0,545","0,989",,,,,
0,1,male,50,1,0,106425,C,1,0,1,1,0,"0,625","5,027",1,,"0,567","0,222","0,408","0,747","0,091","0,785","0,280","0,523",,,,,
0,1,male,64,0,0,26,S,1,1,0,1,0,"0,8","1,431",1,,"0,988","0,737","0,544","0,342","0,832","0,143","0,871","0,679",,,,,
1,2,female,19,1,0,26,S,0,1,0,0,1,"0,2375","1,431",1,,"0,041","0,387","0,208","0,662","0,541","0,050","0,163","0,214",,,,,
1,2,male,,0,0,13.8625,C,,,,,,,,,,,,,,,,,,,,,,
0,3,male,33,1,1,20525,S,1,1,0,0,0,"0,4125","4,312",1,,"0,668","0,355","0,881","0,807","0,034","0,048","0,986","0,822",,,,,
1,2,male,8,1,1,"36,75",S,1,1,0,0,1,"0,1","1,577",1,,"0,510","0,885","0,608","0,575","0,140","0,655","0,839","0,047",,,,,
1,1,male,17,0,2,"110,8833",C,1,0,1,1,0,"0,2125","2,049",1,,"0,330","0,836","0,263","0,157","0,973","0,176","0,569","0,524",,,,,
0,2,male,27,0,0,26,S,1,1,0,0,1,"0,3375","1,431",1,,"0,620","0,179","0,346","0,598","0,990","0,876","0,230","0,164",,,,,
0,3,male,,0,0,7.8292,Q,,,,,,,,,,,,,,,,,,,,,,
1,3,male,22,0,0,7225,C,1,0,1,0,0,"0,275","3,859",1,,"0,296","0,959","0,763","0,868","0,961","0,930","0,267","0,937",,,,,
1,3,female,22,0,0,7775,S,0,1,0,0,0,"0,275","3,891",1,,"0,414","0,552","0,407","0,752","0,170","0,036","0,005","0,654",,,,,
0,1,male,62,0,0,"26,55",S,1,1,0,1,0,"0,775","1,440",1,,"0,699","0,217","0,159","0,647","0,131","0,429","0,670","0,077",,,,,
1,1,female,48,1,0,"39,6",C,0,0,1,1,0,"0,6","1,609",1,,"0,022","0,715","0,727","0,378","0,899","0,766","0,543","0,286",,,,,
0,1,male,,0,0,227525,C,,,,,,,,,,,,,,,,,,,,,,
1,1,female,39,1,1,"79,65",S,0,1,0,1,0,"0,4875","1,907",1,,"0,210","0,387","0,422","0,211","0,408","0,784","0,375","0,905",,,,,
1,3,female,36,1,0,"17,4",S,0,1,0,0,0,"0,45","1,265",1,,"0,207","0,976","0,516","0,930","0,397","0,963","0,893","0,725",,,,,
0,3,male,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
0,3,male,40,0,0,"7,8958",S,1,1,0,0,0,"0,5","0,949",1,,"0,965","0,661","0,096","0,631","0,556","0,162","0,651","0,023",,,,,
0,2,male,28,0,0,"13,5",S,1,1,0,0,1,"0,35","1,161",1,,"0,373","0,830","0,422","0,309","0,136","0,435","0,711","0,571",,,,,
0,3,male,,0,0,8.05,S,,,,,,,,,,,,,,,,,,,,,,
0,3,female,,0,0,8.05,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,24,2,0,"24,15",S,1,1,0,0,0,"0,3","1,401",1,,"0,815","0,877","0,986","0,788","0,168","0,193","0,179","0,281",,,,,
0,3,male,19,0,0,"7,8958",S,1,1,0,0,0,"0,2375","0,949",1,,"0,243","0,542","0,079","0,044","0,429","0,342","0,438","0,346",,,,,
0,3,female,29,0,4,21075,S,0,1,0,0,0,"0,3625","4,324",1,,"0,547","0,522","0,927","0,689","0,010","0,644","0,051","0,702",,,,,
0,3,male,,0,0,7.2292,C,,,,,,,,,,,,,,,,,,,,,,
1,3,male,32,0,0,"7,8542",S,1,1,0,0,0,"0,4","0,947",1,,"0,432","0,753","0,557","0,984","0,263","0,649","0,463","0,513",,,,,
1,2,male,62,0,0,"10,5",S,1,1,0,0,1,"0,775","1,061",1,,"0,419","0,674","0,636","0,902","0,363","0,416","0,819","0,126",,,,,
1,1,female,53,2,0,"51,4792",S,0,1,0,1,0,"0,6625","1,720",1,,"0,120","0,870","0,988","0,929","0,748","0,142","0,462","0,003",,,,,
1,1,male,36,0,0,"26,3875",S,1,1,0,1,0,"0,45","1,438",1,,"0,533","0,822","0,597","0,077","0,336","0,690","0,066","0,517",,,,,
1,3,female,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
0,3,male,16,0,0,"8,05",S,1,1,0,0,0,"0,2","0,957",1,,"0,821","0,259","0,759","0,059","0,362","0,947","0,973","0,685",,,,,
0,3,male,19,0,0,"14,5",S,1,1,0,0,0,"0,2375","1,190",1,,"0,436","0,634","0,739","0,305","0,574","0,474","0,784","0,265",,,,,
1,2,female,34,0,0,13,S,0,1,0,0,1,"0,425","1,146",1,,"0,314","0,047","0,410","0,998","0,652","0,572","0,201","0,339",,,,,
1,1,female,39,1,0,"55,9",S,0,1,0,1,0,"0,4875","1,755",1,,"0,784","0,687","0,769","0,318","0,299","0,716","0,131","0,355",,,,,
0,3,female,,1,0,14.4583,C,,,,,,,,,,,,,,,,,,,,,,
1,3,male,32,0,0,7925,S,1,1,0,0,0,"0,4","3,899",1,,"0,734","0,848","0,288","0,149","0,299","0,375","0,967","0,235",,,,,
